success,steps,planning_time,eval_episode
True,63,0.47462550667114556,0
True,85,0.5746386202517897,1
True,76,0.5343535803258419,2
True,75,0.42133733141236007,3
True,100,0.6667266567237675,4
True,121,3.1570002920925617,5
False,0,0.6157691669650376,6
True,89,0.6552892145700753,7
True,81,0.6685814603697509,8
True,67,0.48004354862496257,9
