success,steps,planning_time,eval_episode
True,63,0.48745571728795767,0
True,85,0.5891008288599551,1
True,76,0.5355596984736621,2
True,75,0.40787004586309195,3
True,100,0.6457297091837972,4
True,121,3.4615532089956105,5
False,0,0.8534219160210341,6
True,89,0.7479390022344887,7
True,81,0.6937993369065225,8
True,67,0.5027279627975076,9
